Project,Symbol,Round,Total Raised,Pre-Valuation,Investors,Ecosystem,Categories,ROI,Date,Quarter Flag,source_url
DeFiYield,DEFI,Public Sale,$2.35 M,$339.2 K,7,,Yield Farming,0.01x,"Oct 10, 2023",0,https://icodrops.com/defiyield/
Phantom of the Kill,OSHI,Main Sale,—,$30.05 M,—,,Gaming,2x,"Oct 9, 2023",0,https://icodrops.com/phantom-of-the-kill/
EDriveToken,EDT,IDO on Kommunitas,—,$2.96 M,—,,BNB Chain Ecosystem,0.13x,"Oct 4, 2023",0,https://icodrops.com/edrivetoken/
Wall Street Memes,WSM,Public Sale,—,$285.71 K,—,,Meme,0.01x,"Aug 23, 2023",0,https://icodrops.com/wall-street-memes/
Book,BOOK,Main Sale,—,$176.03 M,—,,Marketplace,—,"Sep 1, 2023",0,https://icodrops.com/book/
Hibiki Run,HUT,Main Sale,$150 K,$360,—,,Music,0.01x,"Sep 18, 2023",0,https://icodrops.com/hibiki-run/
O-MEE,OME,IEO,$3.12 M,$40 M,8,,Network,1x,"Sep 19, 2023",0,https://icodrops.com/o-mee/
Dino Wars,,IDO on TorkPad,$2.6 M,$2.59 M,—,,Gaming,0.13x,"Sep 15, 2023",0,https://icodrops.com/dino-wars/
Chainflip,FLIP,Public Sale on CoinList,$23.44 M,$18.95 M,19,,AMM,0.11x,"Aug 31, 2023",0,https://icodrops.com/chainflip/
CyberConnect,,Binance Launchpool,$30.4 M,$49.36 M,16,,Blockchain Service,0.28x,"Aug 2, 2023",0,https://icodrops.com/cyberconnect/
Sei Network,SEI,Binance Launchpool,$85 M,$557.7 M,10,,Blockchain,0.7x,"Aug 2, 2023",0,https://icodrops.com/sei-network/
Firepot Finance,HOTT,Main Sale,$100 K,$5.46 K,—,,DeFi,0.01x,"Aug 25, 2023",0,https://icodrops.com/firepot-finance/
MetaElfLand,MELD,IEO on Gate.io,—,$2.04 M,—,,Gaming,0.06x,"Aug 23, 2023",0,https://icodrops.com/metaelfland/
Simba,SIMBA,Main Sale,—,$44.2 K,—,,Exchange,0.01x,"Aug 16, 2023",0,https://icodrops.com/simba/
AIPTP,ATMT,IDO on Kommunitas,—,$9.98 M,—,,Artificial Intellig…,—,"Aug 7, 2023",0,https://icodrops.com/aiptp/
Antmons Entertainment,AMS,IEO on Gate.io,$3.36 M,$24 M,2,,Gaming,—,"Aug 15, 2023",0,https://icodrops.com/antmons-entertainment/
Kryptonite,SEILOR,IDO on DAO Maker,—,$8.5 M,—,,Lending,—,"Aug 9, 2023",0,https://icodrops.com/kryptonite/
CrypCade,ICADE,IDO on PolkaBridge,$3.71 M,$30 M,4,,Blockchain Service,—,"Aug 10, 2023",0,https://icodrops.com/crypcade/
Elfin Kingdom,ELFIN,IDO on GemPad,$9.35 M,$80 M,3,,Gaming,—,"Aug 2, 2023",0,https://icodrops.com/elfin-kingdom/
Pendle,PENDLE,Binance Launchpool,$17.14 M,$323.76 M,17,,DeFi,1.44x,"Jul 4, 2023",0,https://icodrops.com/pendle/
Sable,SABLE,IDO on PancakeSwap,$780 K,$258.4 K,—,,Stablecoin,0.04x,"Jul 26, 2023",0,https://icodrops.com/sable/
SophiaVerse,SOPH,IDO on SingularityDAO,$5.06 M,$851.2 K,—,,Artificial Intellig…,0.03x,"Jul 18, 2023",0,https://icodrops.com/sophiaverse/
GameSwift,GSWIFT,IDO on Bybit,$50 K,$656.37 K,2,,Gaming,0.06x,"Jul 18, 2023",0,https://icodrops.com/gameswift/
DexCheck,DCK,IDO on Poolz,$2.34 M,$158.08 K,2,,Artificial Intellig…,0.02x,"Jul 19, 2023",0,https://icodrops.com/dexcheck/
Hatom,HTM,IDO on xLaunchpad,$8.06 M,$1.52 M,10,,Blockchain Service,0.04x,"Jul 17, 2023",0,https://icodrops.com/hatom/
Magic Shoes,MCT,IDO on BSCstation,$100 K,$600 M,—,,Move To Earn,0.01x,"Jul 18, 2023",0,https://icodrops.com/magic-shoes/
Arkham,ARKM,Binance Launchpad,$14.5 M,$98.32 M,4,,Big Data,1.96x,"Jul 11, 2023",0,https://icodrops.com/arkham/
Sabai Ecoverse,SABAI,IDO on Catapult,$200 K,$5.03 M,—,,Metaverse,0.13x,"Jul 15, 2023",0,https://icodrops.com/sabai-ecoverse/
Mantle,MNT,Public Sale,—,$4.23 B,—,,Layer-2,—,"Jul 11, 2023",0,https://icodrops.com/mantle/
Cruize Finance,CRUIZE,Main Sale,—,—,—,,Arbitrum Ecosystem,—,"Jul 7, 2023",0,https://icodrops.com/cruize-finance/
SpartaDEX,SPARTA,IDO on DAO Maker,$350 K,$1.62 M,—,,DEX,0.02x,"Jul 3, 2023",0,https://icodrops.com/spartadex/
Maverick Protocol,MAV,Binance Launchpool,$17.46 M,$26.88 M,16,,DEX,0.14x,"Jun 14, 2023",0,https://icodrops.com/maverick-protocol/
Getaverse,GETA,IDO on Gate.io,$40 K,$94.68 K,,,Blockchain Service,0.01x,"Jul 5, 2023",0,https://icodrops.com/getaverse/
Goracle,GORA,IDO on Tokensoft Option 2,$2 M,$279 K,4,,Layer-2,0.01x,"Jun 28, 2023",0,https://icodrops.com/goracle/
BIDSHOP,BIDS,IDO on EnjinStarter,$250 K,$92.16 K,3,,DeFi,0.01x,"Jun 29, 2023",0,https://icodrops.com/bidshop/
Tectum,TET,IDO on Kommunitas,$5.85 M,$2.57 M,—,,Ethereum Ecosystem,0.07x,"Jun 26, 2023",0,https://icodrops.com/tectum/
Ethlas,ELS,IDO on Gate.io,$9.13 M,$261.03 K,7,,Gaming,0.01x,"Jun 27, 2023",0,https://icodrops.com/ethlas/
War Legends,WAR,IDO on BinStarter,$100 K,$12.95 M,—,,Gaming,—,"Jun 14, 2023",0,https://icodrops.com/war-legends/
Archway,ARCH,Public Sale,$27 M,$2.04 M,9,,Cosmos Ecosystem,0.01x,"Jun 15, 2023",0,https://icodrops.com/archway/
PolyGame,PGEM,IDO on Kommunitas,—,—,—,,GameFi platform,—,"Jun 12, 2023",0,https://icodrops.com/polygame/
HyperGPT,HGPT,IDO on GameFi,$1.67 M,$2.06 M,,,Artificial Intellig…,0.26x,"Jun 9, 2023",0,https://icodrops.com/hypergpt/
zkApes,,Airdrop,—,$12.3 K,—,,Metaverse,—,"May 10, 2023",0,https://icodrops.com/zkapes/
Neon,NEON,Public Sale,$45 M,$28.88 M,6,,Layer-2,0.29x,"Jun 8, 2023",0,https://icodrops.com/neon-labs/
KAIF,KAF,Main Sale,$250 K,$13.5 M,—,,Platform,—,"Jun 6, 2023",0,https://icodrops.com/kaif/
Ouinex,OUIX,Pre-Sale Round,$2 M,—,—,,Exchange,—,"Jun 8, 2023",0,https://icodrops.com/ouinex/
Suia,SUIA,Launchpool on Bybit,$1.62 M,$57.84 K,—,,Social,0.01x,"May 15, 2023",0,https://icodrops.com/suia/
Metaverse Kombat,MVK,Main Sale,—,$24 M,—,,Gaming,—,"May 11, 2023",0,https://icodrops.com/metaverse-kombat/
Cogito Protocol,CGV,Main Sale,—,$513.4 K,—,,DeFi,0.01x,"May 31, 2023",0,https://icodrops.com/cogito-protocol/
The Qwan,QWAN,Main Sale,$120 K,$132.1 K,—,,Gaming,0.01x,"May 30, 2023",0,https://icodrops.com/the-qwan/
Eldarune,ELDA,IDO on GameFi,$1.75 M,$233.88 K,2,,Gaming,0.03x,"May 24, 2023",0,https://icodrops.com/eldarune/
Orbofi,OBI,Main Sale,$2.93 M,$1.14 M,3,,AI Agents,0.07x,"May 25, 2023",0,https://icodrops.com/orbofi/
Pika Protocol,PIKA,Public Sale,$6.84 M,$32.39 M,—,,Perpetual,0.9x,"May 24, 2023",0,https://icodrops.com/pika-protocol/
Wistaverse,WISTA,IDO on DAO Maker,$882 K,$11.94 K,—,,Metaverse,0.01x,"May 17, 2023",0,https://icodrops.com/wistaverse/
The Unfettered,SOULS,IDO on Red Kite,$2.92 M,$211.21 K,14,,Gaming,0.01x,"May 22, 2023",0,https://icodrops.com/the-unfettered/
CryptoUnity,CUT,Main Sale,—,$7 M,—,,Exchange,—,"Mar 4, 2023",0,https://icodrops.com/cryptounity/
Tenet,TENET,IDO on DAO Maker,$2.4 M,$14.75 K,,,DeFi,0.01x,"May 10, 2023",0,https://icodrops.com/tenet2/
FlippinLabs,FLIP,Main Sale,—,$250 K,—,,Platform,—,"May 19, 2023",0,https://icodrops.com/flippinlabs/
WeFi,WEFI,Main Sale,$125 K,$1.17 M,—,,DeFi,0.04x,"May 5, 2023",0,https://icodrops.com/wefi/
Synergy Land,SNG,IDO on Seedify,$4.2 M,$394 K,2,,Gaming,0.02x,"May 15, 2023",0,https://icodrops.com/synergy-land/
FitBurn,CAL,IDO on Gate.io,$4.9 M,$3.36 K,—,,Sport,0.01x,"May 14, 2023",0,https://icodrops.com/fitburn/
SuiDex,SUID,Public Sale,$800 K,$5 M,—,,Sui Ecosystem,—,"May 13, 2023",0,https://icodrops.com/suidex/
Turbos Finance,TURBOS,IDO on DAO Maker,$3.75 M,$1.04 M,,,DEX,0.02x,"May 9, 2023",0,https://icodrops.com/turbos-finance/
Sui Fusion,SUF,IDO on SuiFusion,$1.06 M,$3 M,—,,Sui Ecosystem,—,"May 8, 2023",0,https://icodrops.com/sui-fusion/
Finblox,FBX,IDO on Poolz,$7.95 M,$51.97 K,6,,DeFi,0.01x,"May 12, 2023",0,https://icodrops.com/finblox/
ArbiPad,ARBI,IDO on Red Kite,$2.13 M,$8.1 K,—,,Launchpad,0.01x,"May 10, 2023",0,https://icodrops.com/arbipad/
SuiPad,SUIP,IDO on SuiPad,$1.7 M,$15 K,13,,Launchpad,0.01x,"May 8, 2023",0,https://icodrops.com/suipad/
Cetus,CETUS,Main Sale,—,$50 M,5,,DEX,—,"May 7, 2023",0,https://icodrops.com/cetus/
SoonSwap,SOON,IDO on Poolz,—,$40 M,6,,Marketplace,1x,"May 7, 2023",0,https://icodrops.com/soonswap/
Cetus protocol,,Public Sale,$1 M,$23.96 M,9,,DEX,0.48x,"May 7, 2023",0,https://icodrops.com/cetus-protocol/
pizabrc,piza,IDO on Gate.io,—,$206.98 K,—,,Meme,—,"May 9, 2023",0,https://icodrops.com/pizabrc/
Radiant Capital,,Launchpool,$12.29 M,$6.69 M,,,DeFi,0.04x,"Mar 31, 2023",0,https://icodrops.com/radiant-capital/
Coinzix,ZIX,IDO on DAO Maker,$2.24 M,$74.88 K,—,,CEX,0.02x,"Apr 28, 2023",0,https://icodrops.com/coinzix/
Tocen,TOCE,Public Sale,$915.5 K,$19.5 M,—,,DeFi,—,"May 7, 2023",0,https://icodrops.com/tocen/
Hypercycle,HYPC,IDO on Seedify,$9.38 M,$10.93 M,—,,Platform,0.06x,"May 7, 2023",0,https://icodrops.com/hypercycle/
Karate Combat,KARATE,IDO on DAO Maker,$22.4 M,$2.86 M,15,,Gaming,0.04x,"Apr 25, 2023",0,https://icodrops.com/karate-combat/
LitLab Games,LITT,IDO on Seedify,$1.51 M,$30 M,—,,Gaming,1x,"May 4, 2023",0,https://icodrops.com/litlab-games/
LimeWire,LMWR,Republic Option A1,$35.17 M,$15.19 M,4,,NFT,0.12x,"May 2, 2023",0,https://icodrops.com/limewire/
SUI,SUI,IDO on Bybit,$405.37 M,$8.9 B,14,,Blockchain,29.74x,"May 1, 2023",0,https://icodrops.com/sui/
WeSleep,WEZ,Public Sale(IDO on IXIRPAD),$1.3 M,$11 M,—,,Gaming,—,"Apr 25, 2023",0,https://icodrops.com/wesleep/
Open Campus,EDU,Binance Launchpad,$10.65 M,$64.83 M,6,,Education,1.29x,"Apr 21, 2023",0,https://icodrops.com/open-campus/
BlueSale,BLS,IDO on BSCstation,$2.53 M,$1.9 K,,,Launchpad,0.01x,"Apr 25, 2023",0,https://icodrops.com/bluesale/
UrDEX Finance,URD,IDO on DAOStarter,$795 K,$43.27 K,—,,Arbitrum Ecosystem,0.01x,"Apr 24, 2023",0,https://icodrops.com/urdex-finance/
Hepton,HTE,IDO on Kommunitas,$650.75 K,$99.15 K,—,,Infrastructure,0.02x,"Apr 25, 2023",0,https://icodrops.com/hepton/
Alaska Gold Rush,CARAT,IDO on Gate.io,$270 K,$394.49 K,—,,Gaming,0.01x,"Apr 19, 2023",0,https://icodrops.com/alaska-gold-rush/
Naviern,NVRN,Public Sale(IDO on IXIRPAD),$250 K,$10 M,—,,Blockchain Service,1.33x,"Apr 16, 2023",0,https://icodrops.com/naviern/
GoSleep,ZZZ,IDO on Gate.io,$2 M,$105.06 K,2,,Gaming,0.01x,"Apr 18, 2023",0,https://icodrops.com/gosleep/
Crown,CROWN,IDO on Gate.io,$105 K,$87.82 M,4,,NFT,0.02x,"Apr 17, 2023",0,https://icodrops.com/crown/
PlayZap,PLAYZAP,IDO on TrustPad,$4.36 M,$407.59 K,7,,Gaming,0.02x,"Apr 16, 2023",0,https://icodrops.com/playzap/
Minima,MINIMA,IDO Round,$13.54 M,$3.94 M,3,,Blockchain,0.02x,"Apr 17, 2023",0,https://icodrops.com/minima/
Yesports,YESP,IDO on Gate.io,$6.28 M,$21.11 K,9,,Gaming,0.01x,"Apr 14, 2023",0,https://icodrops.com/yesports/
Moovy,MOIL,IDO on DAO Launch,$3.48 M,$37 M,—,,Gaming,1x,"Apr 10, 2023",0,https://icodrops.com/moovy/
XCAD Network PLAY,PLAY,IDO on Gate.io,$280 K,$30.82 K,—,,Social,0.01x,"Apr 12, 2023",0,https://icodrops.com/xcad-network-play/
Reign of Terror,ROT,IDO on Gate.io,$2.84 M,$25 M,11,,Gaming,1x,"Apr 11, 2023",0,https://icodrops.com/reign-of-terror/
Delysium,AGI,IDO on Gate.io,$14.02 M,$35.07 M,17,,Gaming,0.35x,"Apr 10, 2023",0,https://icodrops.com/delysium/
Reality Metaverse,RLTM,IDO on GameFi,$6.72 M,$3.42 M,2,,NFT,0.08x,"Apr 7, 2023",0,https://icodrops.com/reality-metaverse/
ChainGPT,CGPT,IDO on Seedify,$1.91 M,$19.93 M,,,Artificial Intellig…,2.45x,"Apr 7, 2023",0,https://icodrops.com/chaingpt/
Glory Finance,GLR,IDO on Gagarin,$3.5 M,$120 M,1,,DeFi,1x,"Apr 6, 2023",0,https://icodrops.com/glory-finance/
Arken Finance,ARKEN,IDO on Arken Finance,$2.01 M,$102.1 K,—,,DeFi,0.03x,"Apr 3, 2023",0,https://icodrops.com/arken-finance/
Myria,MYRIA,Community Airdrop,$40 K,$2.14 M,—,,Layer-2,0.02x,"Apr 3, 2023",0,https://icodrops.com/myria/
Roseon,ROSX,IDO on PinkSale,$3.2 M,$2.81 K,,,DeFi,—,"Apr 4, 2023",0,https://icodrops.com/roseon/
Stella Fantasy,SFTY,IEO on Gate.io,$5.15 M,$35.89 K,6,,Gaming,0.01x,"Apr 4, 2023",0,https://icodrops.com/stella-fantasy/
OpiPets,OPIP,IDO on MaticLaunch,$4.71 M,$60 M,—,,Gaming,1x,"Mar 31, 2023",0,https://icodrops.com/opipets/
Sector Finance,,Public Sale,$2.62 M,$1.63 M,—,,DeFi,0.06x,"Apr 1, 2023",0,https://icodrops.com/sector-finance/
WiFi Map,WIFI,IDO on TrustSwap,$1.65 M,$382.9 K,,,DePIN,0.02x,"Mar 30, 2023",0,https://icodrops.com/wifi-map/
ARTT Network,ARTT,IDO on BitForex,$225 K,$200 M,—,,Platform,1x,"Mar 27, 2023",0,https://icodrops.com/artt-network/
apM Coin,APM,Community Sale,$5 M,$3.48 M,,,Platform,0.01x,"Mar 30, 2023",0,https://icodrops.com/apm-coin/
Coniun,CONI,IDO on Seedify,$695 K,$4.5 M,—,,Web 3.0,0.05x,"Mar 30, 2023",0,https://icodrops.com/coniun/
Reunit Wallet,REUNI,Community Airdrop,$1.34 M,$10 M,—,,Wallet,—,"Mar 30, 2023",0,https://icodrops.com/reunit-wallet/
NuriTopia,NBLU,IDO on Gate.io,$120 K,$75 M,—,,Platform,1x,"Mar 23, 2023",0,https://icodrops.com/nuritopia/
Mintlayer,ML,IDO on Gate.io,$5.7 M,$3.34 M,22,,Layer-2,0.03x,"Mar 22, 2023",0,https://icodrops.com/mintlayer/
Arbitrum,ARB,Airdrop,$123.7 M,$927.3 M,10,,Layer-2,0.79x,"Mar 23, 2023",0,https://icodrops.com/arbitrum/
OVO NFT Platform,OVO,IDO on Gate.io,—,$76.56 K,3,,NFT,0.01x,"Mar 21, 2023",0,https://icodrops.com/ovo-nft-platform/
Space ID,ID,Binance Launchpad,$12.5 M,$71.56 M,,,Blockchain Service,1.42x,"Mar 17, 2023",0,https://icodrops.com/space-id/
NeoCortexAI,CORAI,IDO on MoonStarter,$1.4 M,$38.13 K,,,Blockchain Service,0.01x,"Mar 19, 2023",0,https://icodrops.com/neocortexai/
Perpy,PRY,Public Sale,$5 M,$58.6 K,—,,Perpetual,0.01x,"Mar 17, 2023",0,https://icodrops.com/perpy/
Honeyland,HXD,Main Sale,—,$88.12 K,,,Gaming,0.01x,"Mar 14, 2023",0,https://icodrops.com/honeyland/
InteractWith,INTER,IDO on KrystalGO,$1.57 M,$44.11 K,2,,Blockchain Service,0.01x,"Mar 17, 2023",0,https://icodrops.com/interactwith/
Rejuve.AI,RJV,IDO on SingularityDAO,$3.75 M,$1.23 M,,,DeSci,0.08x,"Mar 13, 2023",0,https://icodrops.com/rejuve-ai/
Staika,STIK,IDO on Gate.io,—,$49.23 M,—,,Platform,0.79x,"Mar 14, 2023",0,https://icodrops.com/staika/
PodFast,FAST,IDO on DAO Maker,$320 K,$31.5 K,—,,Artificial Intellig…,0.05x,"Mar 11, 2023",0,https://icodrops.com/podfast/
Your Open Metaverse,YOM,IDO on Solanium,$3.08 M,$321.56 K,—,,DePIN,0.01x,"Feb 27, 2023",0,https://icodrops.com/your-open-metaverse/
dAngel Fund,dAngel,Public Sale,—,—,2,,Platform,—,"Mar 10, 2023",0,https://icodrops.com/dangel-fund/
G4AL,GGT,IDO on EnjinStarter,$1.36 M,$40 M,1,,Platform,1x,"Mar 9, 2023",0,https://icodrops.com/g4al/
Games For a Living,GFAL,IDO on Seedify,$8.87 M,$10.74 M,,,Gaming,0.27x,"Mar 9, 2023",0,https://icodrops.com/games-for-a-living/
Mizar,MZR,IDO on Red Kite,$3 M,$3 M,12,,Trading Bot,0.19x,"Mar 7, 2023",0,https://icodrops.com/mizar/
Dsync,DSYNC,IDO on Spores,$850 K,$8.69 B,—,,Artificial Intellig…,46.2x,"Mar 2, 2023",0,https://icodrops.com/dsync/
HALO,HALO,IDO on Bitget,$50 K,$12.94 M,1,,Blockchain Service,0.06x,"Mar 2, 2023",0,https://icodrops.com/halo/
Manta Network Crowdloan,MANTA,Main Sale,—,—,—,,Protocol,—,"Nov 4, 2021",0,https://icodrops.com/manta-network-crowdloan/
Wrapped Minima,WMINIMA,Public Sale Tranche 4,$18.62 M,$456.75 K,3,,Wrapped Token,0.01x,"Feb 14, 2023",0,https://icodrops.com/wrapped-minima/
PARMA Fan Token,PARMA,IDO on DAOStarter,$3.09 M,$59.92 K,—,,Fan Token,0.01x,"Feb 24, 2023",0,https://icodrops.com/parma-fan-token/
TopGoal,GOAL,IDO on Gate.io,$50 K,$337.7 K,4,,Gaming,0.01x,"Feb 26, 2023",0,https://icodrops.com/topgoal/
FactorDAO,FCTR,fair launch on Camelot DEX,$7.79 M,$2.28 M,—,,Arbitrum Ecosystem,0.03x,"Feb 20, 2023",0,https://icodrops.com/factordao/
IguVerse,IGU,IDO on Gate.io,$2.71 M,$9.86 K,—,,Gaming,0.01x,"Feb 17, 2023",0,https://icodrops.com/iguverse/
Carbon,CSIX,IDO on BullPerks,$1.9 M,$367.01 K,,,Wallet,0.04x,"Feb 13, 2023",0,https://icodrops.com/carbon/
AngelBlock,THOL,Community Round,$3.98 M,$22.34 K,3,,Web 3.0,0.01x,"Jan 10, 2023",0,https://icodrops.com/angelblock/
HoneyWood,CONE,IDO on Kommunitas,$490 K,$45.09 K,—,,Gaming,0.01x,"Feb 13, 2023",0,https://icodrops.com/honeywood/
Ikonic,IKONIC,Main Sale,$4.5 M,$15 M,—,,Platform,1x,"Oct 18, 2022",0,https://icodrops.com/ikonic/
BlueMove,MOVE,IFO on PancakeSwap,$400 K,$53.91 K,,,NFT,—,"Feb 9, 2023",0,https://icodrops.com/bluemove/
NFT3,ISME,IDO on TruePNL,$10.03 M,$100 M,11,,Blockchain Service,—,"Oct 7, 2022",0,https://icodrops.com/nft3/
Re:water,WTR,Main Sale,—,$156 M,—,,Platform,—,"Jan 25, 2023",0,https://icodrops.com/rewater/
CarrieVerse,CVTX,IDO on Gate.io,$120 K,$3 K,,,Metaverse,—,"Jan 30, 2023",0,https://icodrops.com/carrieverse/
SnakeMoney,SNAM,IDO on Gagarin,$590 K,$7.5 M,—,,Gaming,1x,"Jan 23, 2023",0,https://icodrops.com/snakemoney/
Okratech,ORT,IDO Round,$2.83 M,$44.85 K,,,DeFi,0.01x,"Jan 23, 2023",0,https://icodrops.com/okratech/
Fasttoken,FTN,Public Sale,$53.5 M,$947.37 M,—,,Ethereum Ecosystem,3.11x,"Jan 18, 2023",0,https://icodrops.com/fasttoken/
MTG,MTG,IDO on Gate.io,$375 K,$54.9 K,—,,BNB Chain Ecosystem,0.02x,"Jan 18, 2023",0,https://icodrops.com/mtg/
NFT Paintings,NFTPT,IDO on Tsunami,$167.43 K,$200 M,—,,Platform,1x,"Jan 17, 2023",0,https://icodrops.com/nft-paintings/
tomiNet,TOMI,IDO on Gate.io,$40.1 M,$19.5 M,1,,Ethereum Ecosystem,0.01x,"Jan 15, 2023",0,https://icodrops.com/tominet/
ESPL Arena,ARENA,IFO on PancakeSwap,$2.27 M,$224.9 K,6,,Gaming,0.01x,"Jan 16, 2023",0,https://icodrops.com/espl-arena/
Dash 2 Trade,D2T,IDO on Gate.io,$15.54 M,$637.9 K,—,,Analytics,0.01x,"Jan 10, 2023",0,https://icodrops.com/dash-2-trade/
EMG Coin,EMG,IDO on Kommunitas,$150 K,$80 M,—,,Platform,0.65x,"Dec 24, 2022",0,https://icodrops.com/emg-coin/
Rayn,AKTIO,Main Sale,—,$3.93 M,—,,Finance,0.06x,"Sep 22, 2021",0,https://icodrops.com/rayn/
Medieval Empires,MEE,IEO on Bybit,$7.64 M,$2.36 M,,,Gaming,0.09x,"Dec 19, 2022",0,https://icodrops.com/medieval-empires/
Superpower Squad,SQUAD,IFO on PancakeSwap,$4.38 M,$3.67 K,,,Gaming,0.01x,"Dec 15, 2022",0,https://icodrops.com/superpower-squad/
Monster Galaxy,GGM,IDO on EnjinStarter,$2.85 M,$25 M,7,,Gaming,0.01x,"Jan 15, 2022",0,https://icodrops.com/monster-galaxy/
Oasys,OAS,IDO on Gate.io,$21.03 M,$3.61 M,19,,Gaming,0.01x,"Dec 12, 2022",0,https://icodrops.com/oasys/
Ancient Kingdom,DOM,IDO on AnyPad,$3.9 M,$11.22 K,16,,Gaming,0.01x,"Dec 11, 2022",0,https://icodrops.com/ancient-kingdom/
GamerHub,GHT,IDO on Gagarin,$2.42 M,$9 M,—,,Platform,1x,"Dec 8, 2022",0,https://icodrops.com/gamerhub/
Primal,PRIMAL,IDO on Gate.io,$2.32 M,$104.65 K,,,Move To Earn,0.01x,"Dec 8, 2022",0,https://icodrops.com/primal/
AirTnT,TNT,IDO on Gate.io,$170 K,$105.96 M,8,,Travel,1.32x,"Nov 30, 2022",0,https://icodrops.com/airtnt/
VRJAM,VRJAM,IDO on Gate.io,$5.34 M,$32.53 M,9,,VR,0.08x,"Nov 29, 2022",0,https://icodrops.com/vrjam/
Hashflow,HFT,Binance Launchpool,$30.95 M,$13.12 M,16,,DEX,0.03x,"Nov 1, 2022",0,https://icodrops.com/hashflow/
Atlas Navi,NAVI,IDO on Gate.io,$3.1 M,$1.68 M,—,,Artificial Intellig…,0.07x,"Nov 28, 2022",0,https://icodrops.com/atlas-navi/
Meta Octagon,MOTG,IDO on Gate.io,$120 K,$216.87 K,—,,Entertainment,0.01x,"Nov 21, 2022",0,https://icodrops.com/meta-octagon/
AptosLaunch,ALT,IDO on AptosLaunch,$1.8 M,$208.9 K,—,,Launchpad,0.03x,"Nov 22, 2022",0,https://icodrops.com/aptoslaunch/
NuNet,NTX,Airdrop,$5.48 M,$4.07 M,10,,Infrastructure,0.14x,"Jan 26, 2022",0,https://icodrops.com/nunet/
SubDAO Crowdloan,GOV,Main Sale,$500 K,$100 M,—,,Blockchain Service,—,"Nov 5, 2021",0,https://icodrops.com/subdao-crowdloan/
Astra Protocol,ASTRA,IDO on Tokensoft Option 3,$128.57 M,$300 M,12,,DeFi,0.01x,"Nov 11, 2022",0,https://icodrops.com/astra-protocol/
Galaxy Finance,GLF,IDO on NFTb,$32.99 M,$17.5 M,,,Wallet,—,"Nov 16, 2022",0,https://icodrops.com/galaxy-finance/
Defactor,FACTR,IDO on TrustPad,$14.2 M,$1.76 M,3,,DeFi,0.08x,"Nov 9, 2022",0,https://icodrops.com/defactor/
Crypto Pirates,PST,IDO on TtrustFi,$589.9 K,$13 M,2,,Gaming,1x,"Nov 7, 2022",0,https://icodrops.com/crypto-pirates/
ECOx,ECOX,IDO on Gate.io,$96.04 M,$5.47 M,23,,Ethereum Ecosystem,0.01x,"Nov 7, 2022",0,https://icodrops.com/ecox/
Bictory Finance,BT,Main Sale,$6.53 M,$95 M,—,,Blockchain Service,—,"Nov 4, 2022",0,https://icodrops.com/bictory-finance/
Quoll Finance,QUO,IDO on Impossible Finance,$250 K,$9.07 K,—,,Yield Aggregator,0.01x,"Oct 25, 2022",0,https://icodrops.com/quoll-finance/
Kapital DAO,KAP,IDO on Gate.io,$7.08 M,$221.67 K,8,,Web 3.0,0.01x,"Nov 1, 2022",0,https://icodrops.com/kapital-dao/
BitMEX,BMEX,Airdrops & Launch,—,$47.3 M,—,,CEX,0.16x,"Nov 1, 2022",0,https://icodrops.com/bitmex/
LP Finance,LPFI,IDO on Parasol Finance,$443.79 K,$15 M,,,Blockchain Service,1x,"Oct 24, 2022",0,https://icodrops.com/lp-finance/
Sense4Fit,SFIT,Main Sale,$680 K,$17.39 K,—,,Move To Earn,0.01x,"Oct 19, 2022",0,https://icodrops.com/sense4fit/
Pax.world,PAXW,IDO on Catapult,$5.85 M,$718.2 K,15,,Metaverse,0.01x,"Oct 30, 2022",0,https://icodrops.com/paxworld/
Tofycoin,TOFY,IDO on Poolz,$1.46 M,$16 M,2,,Currency,1x,"Oct 29, 2022",0,https://icodrops.com/tofycoin/
1Shoot Games,1SH,Main Sale,—,$2.5 M,—,,Gaming,—,"Oct 28, 2022",0,https://icodrops.com/1-shoot-games/
MagpieXYZ,MGP,IFO on PancakeSwap,$2.75 M,$2.32 M,—,,BNB Chain Ecosystem,0.09x,"Oct 27, 2022",0,https://icodrops.com/magpiexyz/
Vemate,VMT,IDO on Gate.io,$790 K,$312.45 K,—,,Application,0.1x,"Oct 25, 2022",0,https://icodrops.com/vemate/
AshSwap,ASH,IDO on Maiar Launchpad,$5.3 M,$453.3 K,8,,DEX,0.01x,"Oct 12, 2022",0,https://icodrops.com/ashswap/
Soluna,,IPO Round,$162 M,—,,,Blockchain Service,—,"Oct 24, 2022",0,https://icodrops.com/soluna/
Galaxy Arena,ESNC,IEO on Bybit,$2.36 M,$222.6 K,6,,Metaverse,0.01x,"Oct 16, 2022",0,https://icodrops.com/galaxy-arena/
GetKicks,KICKS,IDO on Gate.io,$1.94 M,$32.2 K,3,,Move To Earn,0.01x,"Oct 17, 2022",0,https://icodrops.com/getkicks/
Wombex,WMX,IFO on PancakeSwap,$3.7 M,$19.86 K,—,,PancakeSwap IDO,0.01x,"Oct 14, 2022",0,https://icodrops.com/wombex/
Neo Fantasy,ERT,IDO on NFTb,$1.75 M,$30 M,4,,Gaming,1x,"Oct 14, 2022",0,https://icodrops.com/neo-fantasy/
